# TEMPERATURE = 2.500000e+01
# FREQ WR(AV) WI(AV)
7.41310241301e+03 1.36720148262e+02 -4.42929864767e+02
7.58577575029e+03 1.31052191891e+02 -4.34567325720e+02
7.76247116629e+03 1.25597130009e+02 -4.26292864519e+02
7.94328234724e+03 1.20348652665e+02 -4.18110069734e+02
8.12830516164e+03 1.15300497241e+02 -4.10022191577e+02
8.31763771103e+03 1.10446461414e+02 -4.02032156350e+02
8.51138038202e+03 1.05780414818e+02 -3.94142580964e+02
8.70963589956e+03 1.01296309470e+02 -3.86355787416e+02
8.91250938134e+03 9.69881890072e+01 -3.78673817169e+02
9.12010839356e+03 9.28501968194e+01 -3.71098445372e+02
9.33254300797e+03 8.88765831375e+01 -3.63631194850e+02
9.54992586021e+03 8.50617111374e+01 -3.56273349837e+02
9.77237220956e+03 8.14000621328e+01 -3.49025969397e+02
1.00000000000e+04 7.78862399151e+01 -3.41889900496e+02
1.02329299228e+04 7.45149743061e+01 -3.34865790709e+02
1.04712854805e+04 7.12811239806e+01 -3.27954100534e+02
1.07151930524e+04 6.81796786196e+01 -3.21155115283e+02
1.09647819614e+04 6.52057604477e+01 -3.14468956555e+02
1.12201845430e+04 6.23546252097e+01 -3.07895593272e+02
1.14815362150e+04 5.96216626355e+01 -3.01434852269e+02
1.17489755494e+04 5.70023964425e+01 -2.95086428441e+02
1.20226443462e+04 5.44924839202e+01 -2.88849894448e+02
1.23026877081e+04 5.20877151402e+01 -2.82724709970e+02
1.25892541179e+04 4.97840118308e+01 -2.76710230531e+02
1.28824955169e+04 4.75774259544e+01 -2.70805715893e+02
1.31825673856e+04 4.54641380227e+01 -2.65010338019e+02
1.34896288259e+04 4.34404551815e+01 -2.59323188630e+02
1.38038426460e+04 4.15028090958e+01 -2.53743286358e+02
1.41253754462e+04 3.96477536623e+01 -2.48269583503e+02
1.44543977075e+04 3.78719625761e+01 -2.42900972416e+02
1.47910838817e+04 3.61722267740e+01 -2.37636291512e+02
1.51356124844e+04 3.45454517758e+01 -2.32474330936e+02
1.54881661891e+04 3.29886549451e+01 -2.27413837880e+02
1.58489319246e+04 3.14989626854e+01 -2.22453521579e+02
1.62181009736e+04 3.00736075884e+01 -2.17592057996e+02
1.65958690744e+04 2.87099255505e+01 -2.12828094207e+02
1.69824365246e+04 2.74053528691e+01 -2.08160252495e+02
1.73780082875e+04 2.61574233307e+01 -2.03587134181e+02
1.77827941004e+04 2.49637653034e+01 -1.99107323189e+02
1.81970085861e+04 2.38220988407e+01 -1.94719389369e+02
1.86208713666e+04 2.27302328067e+01 -1.90421891581e+02
1.90546071796e+04 2.16860620295e+01 -1.86213380565e+02
1.94984459976e+04 2.06875644900e+01 -1.82092401596e+02
1.99526231497e+04 1.97327985498e+01 -1.78057496938e+02
2.04173794467e+04 1.88199002265e+01 -1.74107208118e+02
2.08929613085e+04 1.79470805165e+01 -1.70240078020e+02
2.13796208950e+04 1.71126227726e+01 -1.66454652807e+02
2.18776162395e+04 1.63148801364e+01 -1.62749483696e+02
2.23872113857e+04 1.55522730301e+01 -1.59123128574e+02
2.29086765277e+04 1.48232867079e+01 -1.55574153489e+02
2.34422881532e+04 1.41264688704e+01 -1.52101133994e+02
2.39883291902e+04 1.34604273404e+01 -1.48702656384e+02
